matricula,nombre,paterno,materno,carrera,servicio
C88302526,ANDRES GONZALO,MANCINI,SAYANS,Ingeniería Industrial,30 DE MARZO DE 1989 AL 26 DE SEPTIEMBRE DE 1989
C84303993,MARIA GRANADA,MANGUE,NAIM,Licenciatura en Administración,21 DE OCTUBRE DE 1980 AL 19 DE ABRIL DE 1981
C77306536,SEBASTIAN FELIPE,CARCHENILLA,STUART,Ingeniería Industrial,21 DE SEPTIEMBRE DE 2021 AL 20 DE MARZO DE 2022
C88309365,ALEX ENRIQUE,BARUA,GONELL,Licenciatura en Contaduría,23 DE AGOSTO DE 2005 AL 19 DE FEBRERO DE 2006
05304488,JULIO DAVID,GARNER,ECHABURU,Ingeniería Industrial,8 DE FEBRERO DE 2025 AL 7 DE AGOSTO DE 2025
02302333,IDELFONSO,TORNER,ARRAEZ,Ingeniería en Sistemas Computacionales,12 DE JUNIO DE 2017 AL 9 DE DICIEMBRE DE 2017
C78301437,TROND,BELIO,MATAIX,Ingeniería Industrial,9 DE OCTUBRE DE 2008 AL 7 DE ABRIL DE 2009
97305490,HIBA,NOBLEJAS,CHAKIRI,Licenciatura en Contaduría,12 DE ENERO DE 2025 AL 11 DE JULIO DE 2025
09305287,OIER,SINOGA,BESPIN,Licenciatura en Administración,6 DE AGOSTO DE 1982 AL 2 DE FEBRERO DE 1983
C23302420,DANIEL NICOLAS,JORQUERA,MEDALL,Licenciatura en Administración,3 DE JUNIO DE 1981 AL 30 DE NOVIEMBRE DE 1981
C99304907,JOSE ELISARDO,ANGHEL,BASTARDAS,Licenciatura en Administración,1 DE AGOSTO DE 1994 AL 28 DE ENERO DE 1995
C92309500,CARLOS ISIDORO,ALACREU,SORIO,Licenciatura en Administración,19 DE ENERO DE 1978 AL 18 DE JULIO DE 1978
C86300316,IONUT LEONARD,DE GOÑI,MUXI,Licenciatura en Contaduría,1 DE SEPTIEMBRE DE 1997 AL 28 DE FEBRERO DE 1998
C74306372,KARAM,MOLINAS,SABUGAL,Ingeniería en Electrónica,19 DE JUNIO DE 2009 AL 16 DE DICIEMBRE DE 2009
C19308366,BI,MUÑAGORRI,WALTHER,Ingeniería Industrial,24 DE NOVIEMBRE DE 2005 AL 23 DE MAYO DE 2006
C06300557,MAMTA,IRUELA,GUARINOS,Ingeniería en Sistemas Computacionales,26 DE MARZO DE 2012 AL 22 DE SEPTIEMBRE DE 2012
99305554,CRISTINA AMPARO,MAHILLO,BANEGAS,Ingeniería Industrial,16 DE FEBRERO DE 1984 AL 14 DE AGOSTO DE 1984
C84302197,GREGORIO TOMAS,ALPERI,BOYLE,Licenciatura en Administración,25 DE MARZO DE 2023 AL 21 DE SEPTIEMBRE DE 2023
C18308464,GEMA VICTORIA,MONASOR,ESPIGA,Ingeniería en Electrónica,25 DE SEPTIEMBRE DE 2025 AL 24 DE MARZO DE 2026
C19308744,SYNNOVE,AVARGUES,UYA,Licenciatura en Administración,14 DE JULIO DE 1991 AL 10 DE ENERO DE 1992
05308363,SAMUEL PAUL,OBRADOR,SAGREDO,Ingeniería Industrial,2 DE DICIEMBRE DE 2023 AL 30 DE MAYO DE 2024
C85300375,LILIANE,PERARNAU,RIOLOBOS,Ingeniería Industrial,27 DE MARZO DE 1999 AL 23 DE SEPTIEMBRE DE 1999
C85300207,KAREN ELIZABET,BOLTON,DEBASA,Licenciatura en Administración,23 DE JUNIO DE 1982 AL 20 DE DICIEMBRE DE 1982
82304003,CARLOS ALEJO,CASIELLES,PORTUGAL,Ingeniería Industrial,20 DE NOVIEMBRE DE 2013 AL 19 DE MAYO DE 2014
11307111,YASAR,NACHER,MASSANAS,Ingeniería en Sistemas Computacionales,8 DE MARZO DE 1996 AL 4 DE SEPTIEMBRE DE 1996
C04302590,CELINE,MARTINEZ DE SAN VICENTE,LIZARAZO,Ingeniería en Electrónica,13 DE SEPTIEMBRE DE 1994 AL 12 DE MARZO DE 1995
C07309098,DANIEL ALBERTO,BELANDO,CAMUS,Ingeniería en Electrónica,28 DE FEBRERO DE 1983 AL 27 DE AGOSTO DE 1983
97306567,SAMBA,SUJAR,TARELA,Ingeniería Industrial,26 DE MAYO DE 1988 AL 22 DE NOVIEMBRE DE 1988
C83303040,ELENA DOINA,CHAIBI,PUERTES,Licenciatura en Administración,14 DE JUNIO DE 2003 AL 11 DE DICIEMBRE DE 2003
10309101,PEDRO ABELARDO,COLUNGA,REMARTINEZ,Ingeniería en Sistemas Computacionales,27 DE JUNIO DE 1977 AL 24 DE DICIEMBRE DE 1977
C81305741,MARTA CECILIA,TORMES,CASACUBERTA,Licenciatura en Contaduría,8 DE FEBRERO DE 1981 AL 7 DE AGOSTO DE 1981
C06302682,MIRCEA CATALIN,TESORO,SAWANEH,Licenciatura en Contaduría,18 DE JULIO DE 1993 AL 14 DE ENERO DE 1994
24309242,ION MARIAN,RODRIGUEZ DE GUZMAN,VERGE,Licenciatura en Contaduría,21 DE DICIEMBRE DE 1989 AL 19 DE JUNIO DE 1990
C94300160,HEPING,GARFIA,SZUCS,Ingeniería en Electrónica,27 DE MAYO DE 2011 AL 23 DE NOVIEMBRE DE 2011
20300929,JOHANNA,VIYUELA,SIMEONOVA,Ingeniería en Electrónica,23 DE FEBRERO DE 2022 AL 22 DE AGOSTO DE 2022
C13308282,GLADYS ROCIO,SARRIUGARTE,YELAMOS,Licenciatura en Contaduría,20 DE NOVIEMBRE DE 2012 AL 19 DE MAYO DE 2013
06304144,DEISE,ALBERT,SPENCE,Ingeniería en Electrónica,1 DE FEBRERO DE 1978 AL 31 DE JULIO DE 1978
C25303644,PAULINA CARMEN,ASINS,TALAMINO,Ingeniería Industrial,15 DE OCTUBRE DE 2002 AL 13 DE ABRIL DE 2003
19301888,NUBIA ESPERANZA,PEREZ DE ARRILUCEA,MELITON,Licenciatura en Administración,25 DE JUNIO DE 2015 AL 22 DE DICIEMBRE DE 2015
C24302987,JESUS ERNESTO,TARIN,CHAMBERLAIN,Licenciatura en Contaduría,31 DE OCTUBRE DE 1974 AL 29 DE ABRIL DE 1975
07306959,JUAN ALEXIS,FOX,JUANOS,Licenciatura en Administración,12 DE DICIEMBRE DE 1996 AL 10 DE JUNIO DE 1997
23302632,ALEXANDRA RALUCA,LOPEZ IBARRA,LISARDE,Ingeniería en Sistemas Computacionales,6 DE JULIO DE 2013 AL 2 DE ENERO DE 2014
14300456,ANGELIQUE,HERBELLA,GORINA,Ingeniería en Sistemas Computacionales,21 DE FEBRERO DE 1988 AL 19 DE AGOSTO DE 1988
10306926,BENEMERITO,BUA,LIQUETE,Licenciatura en Administración,21 DE ENERO DE 2018 AL 20 DE JULIO DE 2018
C84303766,SIGNE,GERARDO,ESPERON,Licenciatura en Administración,28 DE JULIO DE 2005 AL 24 DE ENERO DE 2006
81307588,FABIO,ANTIÑOLO,LANCHA,Licenciatura en Contaduría,27 DE DICIEMBRE DE 1974 AL 25 DE JUNIO DE 1975
87305605,NAOMI,TASENDE,GRACIAN,Ingeniería en Sistemas Computacionales,18 DE SEPTIEMBRE DE 1997 AL 17 DE MARZO DE 1998
C90305920,JOSE BENITO,VERACRUZ,LOSCERTALES,Licenciatura en Administración,29 DE OCTUBRE DE 1987 AL 26 DE ABRIL DE 1988
07303198,SOPHIE ANNE,BEASCOECHEA,ALCARAZ,Licenciatura en Contaduría,4 DE JULIO DE 1996 AL 31 DE DICIEMBRE DE 1996
13306682,JUANA RAFAELA,GODOS,CARRIZO,Ingeniería en Sistemas Computacionales,18 DE NOVIEMBRE DE 2016 AL 17 DE MAYO DE 2017
C94301359,LIDE,EL HARTI,AMOROSO,Licenciatura en Administración,17 DE MARZO DE 2012 AL 13 DE SEPTIEMBRE DE 2012
C81307999,MANUEL ROLANDO,PUIGBO,LAGOS,Licenciatura en Administración,13 DE NOVIEMBRE DE 2009 AL 12 DE MAYO DE 2010
C08302672,TIRSO,BER,BULPE,Ingeniería en Electrónica,10 DE MARZO DE 2014 AL 6 DE SEPTIEMBRE DE 2014
21301575,ORQUIDEA,CENICEROS,MILLARES,Licenciatura en Contaduría,26 DE JUNIO DE 1999 AL 23 DE DICIEMBRE DE 1999
C98309113,FADILA,ARZAC,COLINDRES,Ingeniería en Electrónica,24 DE AGOSTO DE 2020 AL 20 DE FEBRERO DE 2021
83304579,LOURDES BEATRIZ,MATITO,PAGOAGA,Licenciatura en Contaduría,22 DE NOVIEMBRE DE 2011 AL 20 DE MAYO DE 2012
21309874,CARMEN CORINA,CHILET,ALBORNOS,Ingeniería en Sistemas Computacionales,2 DE MARZO DE 2017 AL 29 DE AGOSTO DE 2017
C06306672,SIMON JOHN,OLEA,YUNGA,Ingeniería en Electrónica,31 DE OCTUBRE DE 2014 AL 29 DE ABRIL DE 2015
C83300568,CHRISTOPHER WILLIAM,CRESPI,PRINCIPE,Ingeniería en Sistemas Computacionales,5 DE JUNIO DE 1984 AL 2 DE DICIEMBRE DE 1984
C09300627,LARABI,ESTADES,LOMAS,Licenciatura en Administración,26 DE ABRIL DE 1981 AL 23 DE OCTUBRE DE 1981
C20309136,MICHEL PAUL,IKKEN,VILLASANTA,Licenciatura en Contaduría,19 DE ABRIL DE 1992 AL 16 DE OCTUBRE DE 1992
04303056,ROSARIO CONSUELO,BELZUNCES,AMIL,Licenciatura en Administración,17 DE MAYO DE 1996 AL 13 DE NOVIEMBRE DE 1996
20300158,WALTER DAVID,RICONDO,MARTIN ALBO,Ingeniería en Electrónica,29 DE MARZO DE 2019 AL 25 DE SEPTIEMBRE DE 2019
C87307962,EUNATE,CALVO,LAVERNIA,Ingeniería en Sistemas Computacionales,26 DE OCTUBRE DE 1980 AL 24 DE ABRIL DE 1981
C10303387,ADRIAN RAUL,TORRONTEGUI,ORMAETXEA,Ingeniería en Sistemas Computacionales,1 DE ENERO DE 1988 AL 29 DE JUNIO DE 1988
07305241,EVELYN ELIZABETH,CARROCERA,IMIZCOZ,Licenciatura en Administración,25 DE FEBRERO DE 1976 AL 23 DE AGOSTO DE 1976
03301212,ROGERIO,FERNANZ,CHETOUAN,Licenciatura en Contaduría,6 DE AGOSTO DE 2015 AL 2 DE FEBRERO DE 2016
06305681,PATRICIA MONTSERRAT,GALARRAGA,NUIN,Ingeniería Industrial,14 DE NOVIEMBRE DE 1998 AL 13 DE MAYO DE 1999
99302225,HARLEY,VERAMENDI,HORMIGOS,Ingeniería Industrial,7 DE JUNIO DE 2006 AL 4 DE DICIEMBRE DE 2006
09306232,ELBA MARIA,CHU,CIBREIRO,Licenciatura en Contaduría,17 DE ABRIL DE 1985 AL 14 DE OCTUBRE DE 1985
05307977,IBRAHIN,ZUNZARREN,SIQUIER,Ingeniería en Sistemas Computacionales,30 DE MAYO DE 2006 AL 26 DE NOVIEMBRE DE 2006
C09301000,JUNIOR JOSE,CISCAR,MODOL,Licenciatura en Contaduría,12 DE DICIEMBRE DE 1991 AL 9 DE JUNIO DE 1992
C82301432,MARIA PERLA,MOROCHO,ALOS,Licenciatura en Contaduría,3 DE DICIEMBRE DE 2024 AL 1 DE JUNIO DE 2025
C91301897,MARIA CORO,CONDADO,REGUE,Licenciatura en Administración,25 DE AGOSTO DE 1994 AL 21 DE FEBRERO DE 1995
C99305979,JOSE ALONSO,TABUENCA,ABAJAS,Licenciatura en Contaduría,3 DE JULIO DE 1987 AL 30 DE DICIEMBRE DE 1987
02301870,FILIBERTA,AGUIRREGABIRIA,PAIZ,Licenciatura en Contaduría,5 DE SEPTIEMBRE DE 1977 AL 4 DE MARZO DE 1978
C91300107,VASILE FLORIN,PRICOPE,MARRUEDO,Licenciatura en Contaduría,16 DE ABRIL DE 2011 AL 13 DE OCTUBRE DE 2011
10300933,DIEGO HERNAN,GOZALBES,URQUIZAR,Licenciatura en Administración,28 DE MAYO DE 2018 AL 24 DE NOVIEMBRE DE 2018
09306658,VICTORITA,GAS,ZAJARA,Licenciatura en Contaduría,5 DE DICIEMBRE DE 1979 AL 2 DE JUNIO DE 1980
C20308335,ROGER ANTONIO,MOLIST,LAUREIRO,Ingeniería en Sistemas Computacionales,9 DE FEBRERO DE 1974 AL 8 DE AGOSTO DE 1974
C11301134,SUMEI,VINCENT,MAHDI,Ingeniería en Electrónica,21 DE DICIEMBRE DE 2023 AL 18 DE JUNIO DE 2024
C22303785,ROSANA MABEL,LOYO,MONGUILOD,Ingeniería Industrial,5 DE NOVIEMBRE DE 2001 AL 4 DE MAYO DE 2002
99302355,PAULA MARIANA,SARACHO,VALLESPIR,Ingeniería en Electrónica,22 DE OCTUBRE DE 1996 AL 20 DE ABRIL DE 1997
C02309318,DAVID ERNESTO,VELICHKOV,ELORDI,Ingeniería en Sistemas Computacionales,20 DE DICIEMBRE DE 2000 AL 18 DE JUNIO DE 2001
25305426,JOSEFA BEATRIZ,DE ORO,SERRANO,Licenciatura en Contaduría,7 DE NOVIEMBRE DE 1994 AL 6 DE MAYO DE 1995
05305423,CHANG,FARRAY,CAMELO,Ingeniería Industrial,30 DE AGOSTO DE 1994 AL 26 DE FEBRERO DE 1995
06300571,ION ALEXANDRU,PEDROSA,CHARLON,Ingeniería en Sistemas Computacionales,1 DE OCTUBRE DE 1983 AL 29 DE MARZO DE 1984
08301594,BALJIT,AZOUAOUI,RIBELLES,Licenciatura en Administración,31 DE DICIEMBRE DE 2008 AL 29 DE JUNIO DE 2009
11300907,JESSICA YADIRA,CARDONA,JUARISTI,Ingeniería Industrial,19 DE MARZO DE 2008 AL 15 DE SEPTIEMBRE DE 2008
95300778,OLIVA,ALLUEVA,GRANADINO,Ingeniería Industrial,24 DE ABRIL DE 1997 AL 21 DE OCTUBRE DE 1997
22303757,DIANA PILAR,GENOVES,HOLM,Licenciatura en Contaduría,13 DE AGOSTO DE 2019 AL 9 DE FEBRERO DE 2020
03307237,KIERAN,PORTUGAL,VILA,Ingeniería en Electrónica,29 DE ABRIL DE 2010 AL 26 DE OCTUBRE DE 2010
09304170,FLORENTINA LOREDANA,GASMI,MASCAREÑA,Licenciatura en Administración,9 DE OCTUBRE DE 2022 AL 7 DE ABRIL DE 2023
C19302186,VERONICA NATALIA,BASART,ORTAS,Ingeniería Industrial,1 DE MARZO DE 1997 AL 28 DE AGOSTO DE 1997
C76300111,DOMINGO GABRIEL,GUBIA,MIURA,Ingeniería en Sistemas Computacionales,13 DE DICIEMBRE DE 2006 AL 11 DE JUNIO DE 2007
C04308878,ABISAI,FIGUERA,JUSCAFRESA,Ingeniería Industrial,8 DE JULIO DE 2004 AL 4 DE ENERO DE 2005
C07300207,JUANA GUADALUPE,DURANTE,HOU,Licenciatura en Contaduría,20 DE MARZO DE 2017 AL 16 DE SEPTIEMBRE DE 2017
C20304126,XUJUN,DE EUSEBIO,CALADO,Ingeniería en Sistemas Computacionales,23 DE MAYO DE 2020 AL 19 DE NOVIEMBRE DE 2020
C87309896,GUSTAVO HORACIO,IACOB,BURTON,Licenciatura en Administración,4 DE FEBRERO DE 2002 AL 3 DE AGOSTO DE 2002
C85302137,ELENA EMILIA,FRESNEDA,BERENJENO,Ingeniería Industrial,7 DE OCTUBRE DE 1978 AL 5 DE ABRIL DE 1979
C93309594,CHEMS EDDINE,MOVILLA,ARAZO,Licenciatura en Administración,5 DE SEPTIEMBRE DE 2005 AL 4 DE MARZO DE 2006
C05305929,CARLOS ELOY,PLUAS,CIRJAN,Ingeniería en Sistemas Computacionales,7 DE ABRIL DE 1983 AL 4 DE OCTUBRE DE 1983
C23304297,BRYAN STEVEN,DO NASCIMIENTO,CARTRO,Licenciatura en Administración,30 DE NOVIEMBRE DE 2002 AL 29 DE MAYO DE 2003
C09309642,LUZ VIVIANA,CEES,ABDEL LAH,Ingeniería en Electrónica,18 DE JULIO DE 1980 AL 14 DE ENERO DE 1981
18301109,IULEN,DIATTA,LIPARTELIANI,Licenciatura en Administración,10 DE FEBRERO DE 1981 AL 9 DE AGOSTO DE 1981
C07306373,JINJIE,AVELLA,ZARCO,Licenciatura en Contaduría,22 DE ENERO DE 1985 AL 21 DE JULIO DE 1985
14306598,FENGYUN,ESTANGA,CABALGANTE,Licenciatura en Contaduría,12 DE NOVIEMBRE DE 1997 AL 11 DE MAYO DE 1998
07306383,JESUS GABRIEL,COMPAÑY,BARRENECHEA,Licenciatura en Administración,19 DE OCTUBRE DE 2014 AL 17 DE ABRIL DE 2015
C24305775,MYKYTA,PORCUNA,BERMEO,Licenciatura en Administración,20 DE MARZO DE 1995 AL 16 DE SEPTIEMBRE DE 1995
15306348,TERESA AURORA,GION,GOZALBO,Ingeniería Industrial,16 DE OCTUBRE DE 2015 AL 13 DE ABRIL DE 2016
C14302930,MICHELLE LOUISE,DEL SOL,CORPORAN,Licenciatura en Administración,8 DE JULIO DE 1998 AL 4 DE ENERO DE 1999
C75303981,JESUALDO,GARCIA ASENJO,ALBAREDA,Ingeniería en Sistemas Computacionales,9 DE SEPTIEMBRE DE 2002 AL 8 DE MARZO DE 2003
C22300313,DOMINGO MARIO,CONCHELLO,REIGADA,Ingeniería Industrial,29 DE MAYO DE 2021 AL 25 DE NOVIEMBRE DE 2021
87303560,XIAOYI,FORTUNEZ,SAMPERE,Ingeniería en Sistemas Computacionales,9 DE SEPTIEMBRE DE 1986 AL 8 DE MARZO DE 1987
23306147,KEVIN ALBERTO,RESMELLA,LAPLAZA,Ingeniería Industrial,12 DE DICIEMBRE DE 2006 AL 10 DE JUNIO DE 2007
00301102,JUAN RIBERA,PARKES,BRI,Ingeniería en Electrónica,16 DE JULIO DE 2025 AL 12 DE ENERO DE 2026
C00308722,RAMUNAS,SANCHEZ CARNERERO,PAVON,Ingeniería en Sistemas Computacionales,14 DE ABRIL DE 2017 AL 11 DE OCTUBRE DE 2017
C22304158,ARITZ,SALAS,CASTELLTORT,Ingeniería en Sistemas Computacionales,7 DE NOVIEMBRE DE 2019 AL 5 DE MAYO DE 2020
22303739,MARIA SANTIAGA,FERRANDEZ,CUBERES,Ingeniería en Sistemas Computacionales,12 DE JUNIO DE 2015 AL 9 DE DICIEMBRE DE 2015
95306400,FRANCISCA EVA,VEIGAS,PEDRAZA,Ingeniería en Electrónica,6 DE FEBRERO DE 2022 AL 5 DE AGOSTO DE 2022
85304050,VICTORIANO MANUEL,MURAT,MARKINA,Ingeniería en Sistemas Computacionales,17 DE MARZO DE 1986 AL 13 DE SEPTIEMBRE DE 1986
76300499,ANGEL OCTAVIO,CHRIFI,CELEMIN,Licenciatura en Administración,15 DE MARZO DE 2016 AL 11 DE SEPTIEMBRE DE 2016
77301806,FODIL,BUDO,KRUGER,Ingeniería en Sistemas Computacionales,6 DE DICIEMBRE DE 1981 AL 4 DE JUNIO DE 1982
C23301723,JOAQUINA DOLORES,DEMETRIO,VIEITEZ,Licenciatura en Administración,12 DE ABRIL DE 1982 AL 9 DE OCTUBRE DE 1982
95300213,BIRAMA,ALEDON,ZEROUAL,Ingeniería en Sistemas Computacionales,1 DE MAYO DE 1996 AL 28 DE OCTUBRE DE 1996
C23305353,MILENE,CANTISANO,AZOUGAGH,Licenciatura en Contaduría,15 DE ABRIL DE 1975 AL 12 DE OCTUBRE DE 1975
C15308180,ANA GLADYS,ESTREMS,NEGRILA,Ingeniería Industrial,24 DE MARZO DE 2024 AL 20 DE SEPTIEMBRE DE 2024
C75305859,VIOREL MARIUS,VILORIO,GUACOLLANTE,Ingeniería Industrial,29 DE ABRIL DE 1977 AL 26 DE OCTUBRE DE 1977
19305549,TAISIA,OLEAGA,ORTIZ,Ingeniería Industrial,6 DE JULIO DE 2008 AL 2 DE ENERO DE 2009
87301997,ARUNAS,ASAD,LLORENTE,Licenciatura en Contaduría,21 DE SEPTIEMBRE DE 1996 AL 20 DE MARZO DE 1997
22307244,FELISINDO,CARNERO,LOPEZ PASTOR,Ingeniería en Electrónica,29 DE SEPTIEMBRE DE 2000 AL 28 DE MARZO DE 2001
C76308788,DANIELA GEORGIEVA,BEIS,ALIER,Ingeniería en Sistemas Computacionales,24 DE JUNIO DE 2025 AL 21 DE DICIEMBRE DE 2025
C93307472,LICA,TRANCHE,LOPEZ DE MOTA,Ingeniería Industrial,11 DE AGOSTO DE 1986 AL 7 DE FEBRERO DE 1987
C07300988,CANDELARIA DOLORES,CERES,CAPELLIN,Ingeniería en Sistemas Computacionales,5 DE MAYO DE 1986 AL 1 DE NOVIEMBRE DE 1986
C85300550,ANFISA,PAYARES,CASTELLI,Licenciatura en Contaduría,7 DE MAYO DE 1974 AL 3 DE NOVIEMBRE DE 1974
C87302727,NOUNOUT,MORELLON,MOYANO,Ingeniería en Electrónica,13 DE MAYO DE 2017 AL 9 DE NOVIEMBRE DE 2017
88304333,JESUS URBANO,VILLAR,ROMERO HOMBREBUENO,Ingeniería Industrial,21 DE ABRIL DE 1985 AL 18 DE OCTUBRE DE 1985
C86308746,ESTEBAN RICARDO,FORTEA,ZOROA,Ingeniería en Electrónica,8 DE FEBRERO DE 2014 AL 7 DE AGOSTO DE 2014
92303320,GORDON WILLIAM,AMIGOT,MONTESANO,Ingeniería en Sistemas Computacionales,20 DE MARZO DE 1999 AL 16 DE SEPTIEMBRE DE 1999
C83307514,IRMANTAS,HIPOLITO,NDONGO,Licenciatura en Contaduría,27 DE ENERO DE 2006 AL 26 DE JULIO DE 2006
09303305,NATALIE,CARBALLAL,MARTINAS,Ingeniería en Sistemas Computacionales,1 DE JULIO DE 2019 AL 28 DE DICIEMBRE DE 2019
02300375,ALEXANDER JOSE,ESTRUGO,MINER,Ingeniería en Electrónica,1 DE MAYO DE 1978 AL 28 DE OCTUBRE DE 1978
15301042,IJLAL,LADRA,QUEIRO,Ingeniería Industrial,16 DE ABRIL DE 2010 AL 13 DE OCTUBRE DE 2010
C85301367,NAVIA,ROIG,PEDROUSO,Ingeniería en Sistemas Computacionales,2 DE FEBRERO DE 2011 AL 1 DE AGOSTO DE 2011
C15301460,MARIA JULITA,LUPSA,COFRE,Ingeniería en Sistemas Computacionales,9 DE FEBRERO DE 1992 AL 7 DE AGOSTO DE 1992
16305134,LARISA IONELA,BERROJO,ROF,Ingeniería en Sistemas Computacionales,6 DE JULIO DE 2011 AL 2 DE ENERO DE 2012
82303922,MARIA SELINA,ALMUDEVER,BALANZATEGUI,Ingeniería en Electrónica,11 DE JUNIO DE 2013 AL 8 DE DICIEMBRE DE 2013
C01308101,JAVIER MARIANO,ALDABE,APERRIBAY,Ingeniería Industrial,13 DE ABRIL DE 1978 AL 10 DE OCTUBRE DE 1978
99300156,ANATOLY,CHAUCA,NEVADO,Ingeniería en Sistemas Computacionales,7 DE MAYO DE 2000 AL 3 DE NOVIEMBRE DE 2000
C84300940,EVELIN,EL HARCHI,GIL DE PAREJA,Ingeniería Industrial,9 DE MARZO DE 2000 AL 5 DE SEPTIEMBRE DE 2000
25307290,TAOUFIK,MONCLUS,UCEDO,Ingeniería en Sistemas Computacionales,9 DE MAYO DE 1979 AL 5 DE NOVIEMBRE DE 1979
16307308,LUIS GERMANICO,ALBALAT,PETTERSSON,Licenciatura en Contaduría,12 DE JULIO DE 2000 AL 8 DE ENERO DE 2001
C13300898,ALEJANDRO ANDRES,ERRAFAI,LEZANA,Licenciatura en Contaduría,1 DE MAYO DE 1977 AL 28 DE OCTUBRE DE 1977
96303091,AMARILYS,CHAZO,ALCOBA,Ingeniería en Sistemas Computacionales,10 DE MAYO DE 2019 AL 6 DE NOVIEMBRE DE 2019
02306538,LOREDANA MIHAELA,PEDRAZA,MUR,Licenciatura en Administración,16 DE MARZO DE 2014 AL 12 DE SEPTIEMBRE DE 2014
11300200,SANDRA JIMENA,MARQUINO,GORRAIZ,Ingeniería en Sistemas Computacionales,22 DE ENERO DE 1974 AL 21 DE JULIO DE 1974
C16304561,MARGARITA PILAR,COMAJUAN,KHARBOUCH,Ingeniería en Electrónica,19 DE SEPTIEMBRE DE 1990 AL 18 DE MARZO DE 1991
C93303928,JULIAN GREGORIO,DOLCET,BARRADA,Ingeniería en Sistemas Computacionales,7 DE JULIO DE 2013 AL 3 DE ENERO DE 2014
94302876,KATHERINE MARY,SAGARNA,AGUARELES,Licenciatura en Administración,1 DE OCTUBRE DE 2021 AL 30 DE MARZO DE 2022
C17302813,ELENA ELISABETA,VIEITO,TAMAMES,Ingeniería en Sistemas Computacionales,1 DE ABRIL DE 1993 AL 28 DE SEPTIEMBRE DE 1993
C02300257,ZULIMA,CANICIO,MIYAR,Licenciatura en Contaduría,3 DE FEBRERO DE 2007 AL 2 DE AGOSTO DE 2007
C00303524,MANUEL SERVANDO,TRIMIÑO,ARRUA,Ingeniería en Sistemas Computacionales,8 DE MAYO DE 2020 AL 4 DE NOVIEMBRE DE 2020
79305069,INES DOLORES,BALDERO,REBELLES,Ingeniería Industrial,2 DE ENERO DE 1993 AL 1 DE JULIO DE 1993
75303944,JAVIER BENITO,ARENES,ZAHIR,Ingeniería en Electrónica,1 DE NOVIEMBRE DE 1979 AL 29 DE ABRIL DE 1980
80303315,MARTA AMELIA,FERNANDEZ PANIAGUA,ALZINA,Licenciatura en Contaduría,25 DE JUNIO DE 1991 AL 22 DE DICIEMBRE DE 1991
94305209,ANA ESPERANZA,TORAN,IRISARRI,Ingeniería en Sistemas Computacionales,8 DE FEBRERO DE 2025 AL 7 DE AGOSTO DE 2025
07304361,MELANIE JANE,ALCOJOR,CASCANTE,Ingeniería en Sistemas Computacionales,24 DE MAYO DE 1984 AL 20 DE NOVIEMBRE DE 1984
00301748,URTZI,IBARRA,BECK,Ingeniería Industrial,18 DE FEBRERO DE 1985 AL 17 DE AGOSTO DE 1985
C21303351,MAXIMO DANIEL,VELEZ,MARGARETO,Licenciatura en Administración,13 DE DICIEMBRE DE 2025 AL 11 DE JUNIO DE 2026
C11308223,TANIA ESTHER,IFRIM,BAILACH,Licenciatura en Contaduría,31 DE MARZO DE 2023 AL 27 DE SEPTIEMBRE DE 2023
C01301345,JORGE EDWIN,CONRAD,PUJOLS,Ingeniería en Electrónica,7 DE JULIO DE 2022 AL 3 DE ENERO DE 2023
C92306903,GLADYS MARGARITA,GARCIA MINGUILLAN,SANAHUJA,Licenciatura en Administración,24 DE ENERO DE 2005 AL 23 DE JULIO DE 2005
82303824,EDINSON,RAPOSO,PLANES,Ingeniería en Electrónica,29 DE MAYO DE 1993 AL 25 DE NOVIEMBRE DE 1993
86302568,ANDREA ALICIA,ANDRINAL,VENTAYOL,Ingeniería en Sistemas Computacionales,31 DE MARZO DE 1988 AL 27 DE SEPTIEMBRE DE 1988
C86302492,LEBDAOUI,OBAMA,BEREIJO,Ingeniería en Electrónica,15 DE ENERO DE 1979 AL 14 DE JULIO DE 1979
06306794,ANGEL ERNESTO,MONTESA,BODEGA,Ingeniería en Sistemas Computacionales,27 DE MARZO DE 2001 AL 23 DE SEPTIEMBRE DE 2001
05308453,REHANA,BARRANTE,TUDA,Licenciatura en Contaduría,4 DE MARZO DE 1990 AL 31 DE AGOSTO DE 1990
88309752,ROBERT EDWARD,SAMSO,ABARKAN,Licenciatura en Administración,12 DE DICIEMBRE DE 2011 AL 9 DE JUNIO DE 2012
92300879,GHEORGHE IONUT,HERBERA,CARAVANTES,Ingeniería en Electrónica,22 DE ABRIL DE 1995 AL 19 DE OCTUBRE DE 1995
C02301910,ANGIE LIZETH,PERDIZ,PINAL,Ingeniería en Electrónica,4 DE NOVIEMBRE DE 1974 AL 3 DE MAYO DE 1975
C16302568,MARIO FELIX,WATKINS,LESACA,Licenciatura en Administración,27 DE JUNIO DE 2000 AL 24 DE DICIEMBRE DE 2000
21305506,JULIAN AGUSTIN,LOZAR,ASTEINZA,Ingeniería en Sistemas Computacionales,25 DE ENERO DE 2015 AL 24 DE JULIO DE 2015
80308849,ALAN MICHAEL,CIVANTOS,COLMENERO,Ingeniería en Sistemas Computacionales,27 DE SEPTIEMBRE DE 1984 AL 26 DE MARZO DE 1985
